,unprocessed_tweet,product,emotion,processed_tweet
7640,Whoa! There's a dude in front of me using Google Wave! #sxsw #xplat,,Positive emotion,whoa there dude front using google wave sxsw xplat
7641,&quot;There's a reason why Google isn't in social -- they are too technical.&quot; #sxsw #comments,Google,Negative emotion,quottheres reason google social technicalquot sxsw comment
7642,Epic. There's just one guy waiting in line for the iPad 2 in Austin at SXSW. {link} #sxsw #ipad #ipad2,,No emotion toward brand or product,epic there one guy waiting line ipad 2 austin sxsw link sxsw ipad ipad2
7643,"aight, here's my wed + thurs list of #sxsw possibilities: {link} i hope to see all my twitter buds out + about atx this week!",,No emotion toward brand or product,aight here wed thurs list sxsw possibility link hope see twitter bud atx week
7644,"Enough already .... ÛÏ@mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxswÛ",,Negative emotion,enough already mention google launch major new social network called circle possibly today link sxsw
7645,people already lining up on the #sxsw #apple store at 6th and Congress. Festival promises to be much more attracting than that!,Apple,Positive emotion,people already lining sxsw apple store 6th congress festival promise much attracting
7646,#sxflip breaking(?) iPhone version of Flipboard is ther next product #sxsw yay!,iPad or iPhone App,Positive emotion,sxflip breaking iphone version flipboard ther next product sxsw yay
7647,@mention really disappointed with the iPad app - lots of error messages have to switch to tweet deck for the rest of #sxsw,iPad or iPhone App,Negative emotion,mention really disappointed ipad app lot error message switch tweet deck rest sxsw
7648,@mention Reason 19: Keep Parakeets employed! {link} Keep track of where the ladies are at #SXSW {link},,No emotion toward brand or product,mention reason 19 keep parakeet employed link keep track lady sxsw link
7649,"For some reason Cisco networking gear at #SXSW doesn't like working with iPhones, known issue so why use Cisco for mostly iPhone crowed?",,No emotion toward brand or product,reason cisco networking gear sxsw like working iphones known issue use cisco mostly iphone crowed
7650,"Another great panel at 5 pm at the Hilton - Austin's own @mention Nik Daftary:  Left Brain Search = Google, Right Brain Search = X #sxsw",,No emotion toward brand or product,another great panel 5 pm hilton austin mention nik daftary left brain search google right brain search x sxsw
7651,Another great review of Super Kaiju Hero Force: &quot;The jokes are a little childish but who am I to judge since I'm 13.&quot; LOL! #iphone #sxsw,,No emotion toward brand or product,another great review super kaiju hero force quotthe joke little childish judge since im 13quot lol iphone sxsw
7652,Another great spreadsheet of all the #SXSW parties - {link},,No emotion toward brand or product,another great spreadsheet sxsw party link
7653,Pick Up Great Unlockable Deals by Checking Into Places on Google Latitude [Apps] {link} #GoogleBlog #SXSW #VIP,Other Google product or service,Positive emotion,pick great unlockable deal checking place google latitude apps link googleblog sxsw vip
7654,Just met Rebecca Moore fr google @mention - amazing #womenintech come see her room6ab Austin conf ctr #sxswi #sxsw,,No emotion toward brand or product,met rebecca moore fr google mention amazing womenintech come see room6ab austin conf ctr sxswi sxsw
7655,#sxsw=appreciation for Twitter. My account has never seen such action (from me). iPhone battery now dead. Found an outlet. #backinbusiness,,No emotion toward brand or product,sxswappreciation twitter account never seen action iphone battery dead found outlet backinbusiness
7656,@mention recounts the batshit insanity doubling as &quot;creativity&quot; that ensures they &quot;don't suck&quot;. Google 'michaels room groupon' #sxsw,,No emotion toward brand or product,mention recount batshit insanity doubling quotcreativityquot ensures quotdont suckquot google michael room groupon sxsw
7657,"just ordered my ipad 2 and am excited to be at #SXSW, but it all seems silly with what's happening in japan right now.",iPad,Positive emotion,ordered ipad 2 excited sxsw seems silly whats happening japan right
7658,Score a free imo tshirt outside the SXSW Apple store today at 2:15 PM &amp; check out imo's app for the iPad 2  {link}  #sxsw #ipad2,Apple,No emotion toward brand or product,score free imo tshirt outside sxsw apple store today 215 pm amp check imo app ipad 2 link sxsw ipad2
7659,Score a free imo tshirt outside the SXSW Apple store today at 2:15 PM &amp; check out imo's app for the iPad 2  {link} #sxsw #ipad2,iPad or iPhone App,Positive emotion,score free imo tshirt outside sxsw apple store today 215 pm amp check imo app ipad 2 link sxsw ipad2
7660,Lots o' free music from #SXSW bands: {link} and {link},,No emotion toward brand or product,lot free music sxsw band link link
7661,Google street car at #SXSW.   @mention Brush Square Park {link},,No emotion toward brand or product,google street car sxsw mention brush square park link
7662,Google Street View car on 6th and Brazos. Timing is everything.  #SXSW,,No emotion toward brand or product,google street view car 6th brazos timing everything sxsw
7663,Farmers prefer Balckberries over iPhones and Andriod devices. More durable? Anti-Apple feelings?  #mobilefarm #sxsw,iPhone,Negative emotion,farmer prefer balckberries iphones andriod device durable antiapple feeling mobilefarm sxsw
7664,#iPad therefore I am.  What is the line like at the #Apple Store near #SXSW in Austin?  send pics!,iPad,Positive emotion,ipad therefore line like apple store near sxsw austin send pic
7665,#Google Preparing To Launch #SocialMedia ÛÏCirclesÛ at #sxsw ÛÓ Or Maybe Not {link} via @mention,,No emotion toward brand or product,google preparing launch socialmedia circle sxsw maybe link via mention
7666,@mention reporting the #SXSW Apple Store for TWIT. #Sonoma  {link},,No emotion toward brand or product,mention reporting sxsw apple store twit sonoma link
7667,Horrible repressed memories of the Apple spinning beach ball coming back at the #progressbar talk. #sxsw,Apple,Negative emotion,horrible repressed memory apple spinning beach ball coming back progressbar talk sxsw
7668,Google fires a shot at Foursquare with check-in rewards and titles {link} #Android #EastSidePies #GoogleMaps #SXSW #ToyJoyBuy,,No emotion toward brand or product,google fire shot foursquare checkin reward title link android eastsidepies googlemaps sxsw toyjoybuy
7669,Google fires a shot at Foursquare with check-in rewards and titles {link} #sxsw,,No emotion toward brand or product,google fire shot foursquare checkin reward title link sxsw
7670,Awesome presentation on digital magazines {link} #touchingstories #SXSW #gsdm,,No emotion toward brand or product,awesome presentation digital magazine link touchingstories sxsw gsdm
7671,@mention Respectfully disagree about the iphone. Battery life is a problem and it isn't as ubiquitous as it seems. #project314 #sxsw,iPhone,Negative emotion,mention respectfully disagree iphone battery life problem ubiquitous seems project314 sxsw
7672,"Very Interesting --&gt;&gt; RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxsw",,No emotion toward brand or product,interesting gtgt rt mention google launch major new social network called circle possibly today link sxsw
7673,"Most interesting question at #SXSW so far, at Google talk: &quot;What happens to us if we lose this ability to discover and need to discover?&quot;",,No emotion toward brand or product,interesting question sxsw far google talk quotwhat happens u lose ability discover need discoverquot
7674,Very interesting. RT @mention Apple to Open Pop-Up Shop at SXSW {link} #sxsw #sxswi #popupshop #apple,Apple,Positive emotion,interesting rt mention apple open popup shop sxsw link sxsw sxswi popupshop apple
7675,"adaptive retail -- apple to open pop-up shop at #sxsw. skillfully done, cupertino: {link}",Apple,Positive emotion,adaptive retail apple open popup shop sxsw skillfully done cupertino link
7676,"while charging my iPhone battery, I've downloaded a .#hipstamatic pack #sxsw edition.  {link}",,No emotion toward brand or product,charging iphone battery ive downloaded hipstamatic pack sxsw edition link
7677,"#sxsw   Tried 2 days with iPAD, w/o MacBook Pro.  the experiment is over. I heart a real keyboard.",iPad,Negative emotion,sxsw tried 2 day ipad wo macbook pro experiment heart real keyboard
7678,For any friends coming to Austin for SXSW: {link} #Austin #sxsw,,No emotion toward brand or product,friend coming austin sxsw link austin sxsw
7679,Google (tries again) to launch a new social network called Circles: {link} #sxsw,Google,No emotion toward brand or product,google try launch new social network called circle link sxsw
7680,Google (tries again) to launch a new social network called Circles: {link} #sxsw @mention #310409H2011,,Negative emotion,google try launch new social network called circle link sxsw mention 310409h2011
7681,Google (tries again) to launch a new social network called Circles: {link} #sxsw RT @mention @mention,,No emotion toward brand or product,google try launch new social network called circle link sxsw rt mention mention
7682,"The #CNNGrill is celebrating #piday with pecan, apple and strawberry rhubarb pies. Let the circumferences begin! #SXSW #SXSWI",,No emotion toward brand or product,cnngrill celebrating piday pecan apple strawberry rhubarb pie let circumference begin sxsw sxswi
7683,"&quot;Gearing up to make a splash, @mention to Launch &quot;Groupon or Living Social-type&quot; Rewards at #SXSW&quot; (@mention {link}",,No emotion toward brand or product,quotgearing make splash mention launch quotgroupon living socialtypequot reward sxswquot mention link
7684,#Google Crisis Response has a site up w/ good info on Japanese earthquake/tsunami: {link} #SXSW #SXSWi,Google,Positive emotion,google crisis response site w good info japanese earthquaketsunami link sxsw sxswi
7685,#SXSW: Marissa Mayer keynote- 40% Of Google Maps Usage Is Mobile (And There Are 150 Million Mobile Users),,No emotion toward brand or product,sxsw marissa mayer keynote 40 google map usage mobile 150 million mobile user
7686,"#SXSW: Marissa Mayer's favorite non-Google product: her Swiss watch, bought as intern 12 years ago. Brings that simplicity to Goog.",,No emotion toward brand or product,sxsw marissa mayer favorite nongoogle product swiss watch bought intern 12 year ago brings simplicity goog
7687,During Marissa Mayer's presentation at #SXSW they did  a demo of Google maps version 5.2 on mobile and it was pretty impressive.,Other Google product or service,Positive emotion,marissa mayer presentation sxsw demo google map version 52 mobile pretty impressive
7688,Google Marissa Mayer: mobile phone as a cursor of physical location - new version of map fast and more real life like   #sxsw,,No emotion toward brand or product,google marissa mayer mobile phone cursor physical location new version map fast real life like sxsw
7689,Even security guards in Austin enjoy iPad time. #SXSW (cc @mention {link},iPad,Positive emotion,even security guard austin enjoy ipad time sxsw cc mention link
7690,"&quot;Clarity trumps density, tap quality trumps tap quantityÛ_&quot; recap of @mention iPad #sxsw talk {link}",,No emotion toward brand or product,quotclarity trump density tap quality trump tap quantityquot recap mention ipad sxsw talk link
7691,"Our cab driver is well prepared for #sxsw - he's got a laptop, a Blackberry and iPhone by his dashboard.",,No emotion toward brand or product,cab driver well prepared sxsw he got laptop blackberry iphone dashboard
7692,Go to emarketer &amp; some Google PDF snooping for marketing stats. #SXSW #elevate,,No emotion toward brand or product,go emarketer amp google pdf snooping marketing stats sxsw elevate
7693,"Hiring marketers, designers, creatives, social media pros... Come see #Aquent booth 1415 #SXSW trade show. You might win iPad 2",,No emotion toward brand or product,hiring marketer designer creatives social medium pro come see aquent booth 1415 sxsw trade show might win ipad 2
7694,Social marketing experts at #SXSW: Everyone has to face facts &amp; admit that Apple again showed everyone how marketing is done. #CNET,Apple,Positive emotion,social marketing expert sxsw everyone face fact amp admit apple showed everyone marketing done cnet
7695,Need a Workspace?  Book it from your #iPhone {link} @mention #app #SXSW #virtualoffice,,Positive emotion,need workspace book iphone link mention app sxsw virtualoffice
7696,Thanks girl! RT @mention Congrats to @mention on winning the last @mention #iPad case for her boyfriend aw :) #SXSW #cbatsxsw,Other Apple product or service,Positive emotion,thanks girl rt mention congrats mention winning last mention ipad case boyfriend aw sxsw cbatsxsw
7697,Catch Charles Chen @mention SXSW &amp; ask him for a demo of ChromeOS &amp; Android access. Hint: He's wearing a Google Braille shirt. #sxsw,,No emotion toward brand or product,catch charles chen mention sxsw amp ask demo chromeos amp android access hint he wearing google braille shirt sxsw
7698,"On the Early #nerdbird to #SXSW - get @mention iPhone app. Share photos of airport people. Like people of Wal-Mart, but at airports!",iPad or iPhone App,Positive emotion,early nerdbird sxsw get mention iphone app share photo airport people like people walmart airport
7699,False alarm but could Google be blushing? RT @mention Google to Launch Major New Social Network Called Circles {link} #sxsw,,No emotion toward brand or product,false alarm could google blushing rt mention google launch major new social network called circle link sxsw
7700,False Alarm: Google Circles Not Coming NowÛÒand Probably Not Ever {link} more {link} #SXSW #SXSWi,,No emotion toward brand or product,false alarm google circle coming nowand probably ever link link sxsw sxswi
7701,False Alarm: Google Circles Not Coming NowÛÒand Probably Not Ever? - {link} #Google #Circles #Social #SXSW,,Negative emotion,false alarm google circle coming nowand probably ever link google circle social sxsw
7702,"False Alarm: Google Circles Not Coming Now, And Probably Not Ever {link} - so much for reports that it would unveil at #sxsw",,No emotion toward brand or product,false alarm google circle coming probably ever link much report would unveil sxsw
7703,"False Alarm: Google Circles Not Coming Now, And Probably Not Ever #sxsw {link}",,No emotion toward brand or product,false alarm google circle coming probably ever sxsw link
7704,"No. Confirmed RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxsw",,No emotion toward brand or product,confirmed rt mention google launch major new social network called circle possibly today link sxsw
7705,Just informed you have to take your iPad out when you have a &quot;cluttered bag.&quot; Apparently X-Ray technology can't see through books. WTF #sxsw,,No emotion toward brand or product,informed take ipad quotcluttered bagquot apparently xray technology cant see book wtf sxsw
7706,"97% of farmers own mobile phone, 43% of those own a smartphone. Marketshare - BB - 33% 18%  Android, 10% iPhone. #mobilefarm #sxsw",,No emotion toward brand or product,97 farmer mobile phone 43 smartphone marketshare bb 33 18 android 10 iphone mobilefarm sxsw
7707,I'm concerned about #Adobe; #Mint migrating #Flex to #HTML5 for #iOS and #Android mobile apps. #sxsw,,No emotion toward brand or product,im concerned adobe mint migrating flex html5 io android mobile apps sxsw
7708,iPad 2 turned into giant camera looks plain stupid #sxsw,iPad,Negative emotion,ipad 2 turned giant camera look plain stupid sxsw
7709,Cool Internet art: Google will eat itself. Google ads revenue used  to buy google stock. #sxsw,Google,Positive emotion,cool internet art google eat google ad revenue used buy google stock sxsw
7710,#SXSW learning how Google is about to get all &quot;Contextual&quot; with our &quot;Discovery&quot;... (@mention Austin Convention Center) {link},,No emotion toward brand or product,sxsw learning google get quotcontextualquot quotdiscoveryquot mention austin convention center link
7711,Great Intro to #saveustechies #sxsw: VIDEO: the Surui Carbon Project from Google Earth Engine {link},Other Google product or service,Positive emotion,great intro saveustechies sxsw video surui carbon project google earth engine link
7712,"#SxSW approaching &amp; so are our soft launch plans.#Android demo running,flyers printed and T-shirts packed for #Austin.",,No emotion toward brand or product,sxsw approaching amp soft launch plansandroid demo runningflyers printed tshirts packed austin
7713,"&quot;Android users are not iPhone users. (They use the Options menu, and Contextual menu)&quot; ~@mention #sxsw",,No emotion toward brand or product,quotandroid user iphone user use option menu contextual menuquot mention sxsw
7714,#sxsw Android users: we're proud of you.,Android,Positive emotion,sxsw android user proud
7715,"Hearing from ex-Apple, ex-Pentagram industrial designer. Really cool perspective. #sxsw #gsdm",,No emotion toward brand or product,hearing exapple expentagram industrial designer really cool perspective sxsw gsdm
7716,Hot Pot from Google for mobile maps is a 'very' interesting new app. #sxsw #sxswi,Other Google product or service,Positive emotion,hot pot google mobile map interesting new app sxsw sxswi
7717,Learned from sponsored #sxsw software: 1) Austin = nice walking city; 2) Mapquest = piece of shit mapping software. (go Google Maps!) #fb,Other Google product or service,Positive emotion,learned sponsored sxsw software 1 austin nice walking city 2 mapquest piece shit mapping software go google map fb
7718,"Special promo for #sxsw attendees! {link} Meetchu, quick-contact capture LYKWXHPYTERH TT66H9TJN4YE RT6N79XP37FF TYP63MMAM7W3",,No emotion toward brand or product,special promo sxsw attendee link meetchu quickcontact capture lykwxhpyterh tt66h9tjn4ye rt6n79xp37ff typ63mmam7w3
7719,#SXSW impromptu Apple store line is about 2 blocks long!  {link},Apple,Positive emotion,sxsw impromptu apple store line 2 block long link
7720,"Out of a room of 50+ people, only 1 other person than I makes accessible apps... And he works for Google Android #SXSW #donline",,No emotion toward brand or product,room 50 people 1 person make accessible apps work google android sxsw donline
7721,"miami horror, tacos and bloody marys. i'm there. https://sites.google.com/site/frontgatesxsw11/ #sxsw",,No emotion toward brand or product,miami horror taco bloody mary im httpssitesgooglecomsitefrontgatesxsw11 sxsw
7722,"Find me around #sxsw today, grab a @mention slap bracelet and ask me how you can win an iPad 2 from @mention",,No emotion toward brand or product,find around sxsw today grab mention slap bracelet ask win ipad 2 mention
7723,driving around austin on google street view scoping out locations. from my desk. #sxsw,Other Google product or service,Positive emotion,driving around austin google street view scoping location desk sxsw
7724,Rumours around Google Circles have been proven to be untrue. There was no announcement at #SXSW in Austin Texas. There must be something!,,Positive emotion,rumour around google circle proven untrue announcement sxsw austin texas must something
7725,Playing around with the @mention #iPhone #app.  It's awesome.  Will be using it a lot at #SXSW,iPad or iPhone App,Positive emotion,playing around mention iphone app awesome using lot sxsw
7726,Why is #GroupMe not available in Canada for iPhone users? #SXSW - Would love to check it out.,iPad or iPhone App,Negative emotion,groupme available canada iphone user sxsw would love check
7727,@mention Route around traffic is saving Google Maps users 2 years everyday #sxsw,Other Google product or service,Positive emotion,mention route around traffic saving google map user 2 year everyday sxsw
7728,Google's route around traffic function saves users 2 years EVERY DAY. Good for future? ÛÓ Marissa Mayer at #sxsw,Google,Positive emotion,google route around traffic function save user 2 year every day good future marissa mayer sxsw
7729,"#ACLU Approved? WT? RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxsw",,No emotion toward brand or product,aclu approved wt rt mention google launch major new social network called circle possibly today link sxsw
7730,Android growing super fast. At Lustre Pearl - Team Android party for @mention @mention @mention just walked in. #androidsxsw #sxsw,Android,Positive emotion,android growing super fast lustre pearl team android party mention mention mention walked androidsxsw sxsw
7731,Happily drowning in a sea of apple macs and monster energy drink #SXSW,Other Apple product or service,Positive emotion,happily drowning sea apple mac monster energy drink sxsw
7732,Got my morphie iphone case in time for #SXSW! Good news =  &gt;power  + &lt;anxiety. Bad news = barely fits in my hand.,Other Apple product or service,Positive emotion,got morphie iphone case time sxsw good news gtpower ltanxiety bad news barely fit hand
7733,At the airport playing my fav game:  &quot;Are You Going to #SXSW?&quot; Wearing denim on denim? You're going.  Charging 3+ Apple products? You too.,Apple,I can't tell,airport playing fav game quotare going sxswquot wearing denim denim going charging 3 apple product
7734,"{link} harrymccracken: There are still iPad 2s to be had, at least at the #sxsw pop-up ... {link} @mention",,No emotion toward brand or product,link harrymccracken still ipad 2 least sxsw popup link mention
7735,"After hours in the #sxsw popup #apple store, a lone security guard enjoys the #ipad2 {link}",iPad,No emotion toward brand or product,hour sxsw popup apple store lone security guard enjoys ipad2 link
7736,#SXSW goers wait for Apple #ipad2 in #Austin  {link} {link},,No emotion toward brand or product,sxsw goer wait apple ipad2 austin link link
7737,#SXSW goers want to sell your iPad so you can buy a new one? Give me a shout. #iPad,iPad,Positive emotion,sxsw goer want sell ipad buy new one give shout ipad
7738,brace yourselves for the audio onslaught of #SXSW and enjoy this free music sampler from itunes: {link} #featuredartists,,No emotion toward brand or product,brace audio onslaught sxsw enjoy free music sampler itunes link featuredartists
7739,iPhone version of flipboard hopefully out this summer #sxflip #sxsw,iPad or iPhone App,Positive emotion,iphone version flipboard hopefully summer sxflip sxsw
7740,#SXSW #personalcloud Google 'create great design principles' for great tips,,Positive emotion,sxsw personalcloud google create great design principle great tip
7741,SXSW: Foursquare updates its merchant platform with new ÛÏSpecialsÛ {link} #Android #FlashSpecial #free #iPhone #SXSW,Android,Positive emotion,sxsw foursquare update merchant platform new special link android flashspecial free iphone sxsw
7742,"On the first day of #SXSW, the #iPad2 launch stole a lot of the thunder. {link}",iPad,Positive emotion,first day sxsw ipad2 launch stole lot thunder link
7743,Saw my first google maps street view car! #sxsw  {link},,No emotion toward brand or product,saw first google map street view car sxsw link
7744,"As I understand, this is buzzing from #SXSW : group texting, groupme, iPad 2, Apple, Denis Crowley...More ?",,No emotion toward brand or product,understand buzzing sxsw group texting groupme ipad 2 apple denis crowleymore
7745,@mention RT @mention Apple is opening up a temporary store in downtown Austin for #SXSW and the iPad 2 launch {link},iPad,Positive emotion,mention rt mention apple opening temporary store downtown austin sxsw ipad 2 launch link
7746,"@mention RT @mention Come party down @mention &amp; Google tonight #sxsw: {link} Bands, food, art, interactive maps",,No emotion toward brand or product,mention rt mention come party mention amp google tonight sxsw link band food art interactive map
7747,@mention RT @mention Confirmed! Apple store 2 week popup in Austin for #SXSW Now with picture!  {link} {link},Apple,Positive emotion,mention rt mention confirmed apple store 2 week popup austin sxsw picture link link
7748,@mention RT @mention Gary is starting a new show &quot;Daily Grape&quot; for #iPhone only @mention #thankyouecon #SXSWÛ,,No emotion toward brand or product,mention rt mention gary starting new show quotdaily grapequot iphone mention thankyouecon sxsw
7749,@mention RT @mention Head over to {link} by 1pm CST today to win VIP access to my acoustic solo set at #SXSW tonight,,No emotion toward brand or product,mention rt mention head link 1pm cst today win vip access acoustic solo set sxsw tonight
7750,@mention RT @mention Heading to  #SXSW? The @mention Austin guide for #iPhone is free for a limited time {link},,No emotion toward brand or product,mention rt mention heading sxsw mention austin guide iphone free limited time link
7751,"@mention RT @mention Hoot! New Blog post: HootSuite Mobile for #SXSW ~ Updates for iPhone, BlackBerry &amp; Android {link}",,No emotion toward brand or product,mention rt mention hoot new blog post hootsuite mobile sxsw update iphone blackberry amp android link
7752,@mention RT @mention It's not a rumor: Apple is opening up a temporary store in downtown Austin for #SXSW and the iPad 2 launch,,No emotion toward brand or product,mention rt mention rumor apple opening temporary store downtown austin sxsw ipad 2 launch
7753,@mention RT @mention New #UberSocial for #iPhone now in the App Store includes UberGuide to #SXSW  {link},,No emotion toward brand or product,mention rt mention new ubersocial iphone app store includes uberguide sxsw link
7754,@mention RT @mention New #UberSocial for #iPhone now in the App Store includes UberGuide to #SXSW (cont) {link},,No emotion toward brand or product,mention rt mention new ubersocial iphone app store includes uberguide sxsw cont link
7755,@mention RT @mention New #UberSocial for #iPhone now in the App Store includes UberGuide to #SXSW sponsored (cont) {link},,No emotion toward brand or product,mention rt mention new ubersocial iphone app store includes uberguide sxsw sponsored cont link
7756,@mention RT @mention New #UberSocial for #iPhone now in the App Store includes UberGuide to #SXSW sponsored by ... {link},,No emotion toward brand or product,mention rt mention new ubersocial iphone app store includes uberguide sxsw sponsored link
7757,@mention RT @mention New #UberSocial for #iPhone now in the App Store includes UberGuide to #SXSW sponsored by (cont) {link},,No emotion toward brand or product,mention rt mention new ubersocial iphone app store includes uberguide sxsw sponsored cont link
7758,@mention RT @mention Platform for Concertgoers Launches Android App in Time for SXSW - {link} #sxsw,,No emotion toward brand or product,mention rt mention platform concertgoers launch android app time sxsw link sxsw
7759,@mention RT @mention Want a free juice pack air for iphone 4? At #SXSW? WeÛªll be giving away 5 at a 2b-announced location. Stay tuned!,,Positive emotion,mention rt mention want free juice pack air iphone 4 sxsw well giving away 5 2bannounced location stay tuned
7760,@mention RT @mention Who said you won't be able to get iPad 2 at #SXSW? Apple is opening pop-up store in Austin. {link},,No emotion toward brand or product,mention rt mention said able get ipad 2 sxsw apple opening popup store austin link
7761,#BooYah! RT @mention @mention Just synced my #iPad2 and full of Apple joy #SXSW ;),iPad,Positive emotion,booyah rt mention mention synced ipad2 full apple joy sxsw
7762,#BooYah! RT @mention &lt;---- Guess who won an iPad at the #unsix tweetup? Thanks to @mention &amp; @mention #sxsw #happydance,iPad,Positive emotion,booyah rt mention lt guess ipad unsix tweetup thanks mention amp mention sxsw happydance
7763,#jealous RT @mention Line for Apple's iPad 2 popup store is already wrapping around the block. #SXSW  {link},,No emotion toward brand or product,jealous rt mention line apple ipad 2 popup store already wrapping around block sxsw link
7764,"#SXSW ?? RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today {link}",,No emotion toward brand or product,sxsw rt mention google launch major new social network called circle possibly today link
7765,Awesome! RT @mention #sxsw with @mention Come check out @mention and get your FREE custom iphone case @mention grill,,Positive emotion,awesome rt mention sxsw mention come check mention get free custom iphone case mention grill
7766,Awesome! RT @mention Apple's temporary megastore at #SXSW could be model for future conferences/events: {link},Apple,Positive emotion,awesome rt mention apple temporary megastore sxsw could model future conferencesevents link
7767,Awesome! RT @mention Best thing I've heard this wknd #SXSW &quot;I gave my iPad 2 money to #Japan relief. Don't need an iPad 2.&quot; (@mention,,No emotion toward brand or product,awesome rt mention best thing ive heard wknd sxsw quoti gave ipad 2 money japan relief need ipad 2quot mention
7768,Awesome! RT @mention Download 20+ FREE tracks from the #SXSW Music Sampler available on the @mention store today!  {link},,No emotion toward brand or product,awesome rt mention download 20 free track sxsw music sampler available mention store today link
7769,Awesome! RT @mention Heading to Austin for #SXSW? The Austin LP guide for #iPhone is free for a limited time {link},iPad or iPhone App,Positive emotion,awesome rt mention heading austin sxsw austin lp guide iphone free limited time link
7770,Awesome! RT @mention What happens when #Apple hires security at #SXSW #Austin  {link},,No emotion toward brand or product,awesome rt mention happens apple hire security sxsw austin link
7771,Awesome! RT @mention Yes! Gowalla wins best Andoid app at the Team Android Choice Awards. Thanks all! #sxsw,Android App,Positive emotion,awesome rt mention yes gowalla win best andoid app team android choice award thanks sxsw
7772,Fanbois. RT @mention Audioboo: The front of the Apple iPad 2 queue {link} #sxsw #sxswsa #apple #ipad2 #Austin #Texas,,No emotion toward brand or product,fanbois rt mention audioboo front apple ipad 2 queue link sxsw sxswsa apple ipad2 austin texas
7773,"How true RT @mention The only way you truly understand a material is by making things with it. Jonathan Ive , Apple VP Design #SXSW",,No emotion toward brand or product,true rt mention way truly understand material making thing jonathan ive apple vp design sxsw
7774,"HUZZAH!  RT @mention &quot;Google before you tweet&quot; is the new &quot;think before you speak.&quot; - Mark Belinsky, #911tweets panel at #SXSW. #umassjour",,No emotion toward brand or product,huzzah rt mention quotgoogle tweetquot new quotthink speakquot mark belinsky 911tweets panel sxsw umassjour
7775,Niceness RT @mention Less than 2 hours until we announce the details on the iPad 2 giveaway! #SXSW #SXSWi,iPad,Positive emotion,niceness rt mention le 2 hour announce detail ipad 2 giveaway sxsw sxswi
7776,Oh no... RT @mention CONFIRMED: New iPad 3 coming this September - {link} #Apple #iPhone #iPad #sxsw,iPad,Positive emotion,oh rt mention confirmed new ipad 3 coming september link apple iphone ipad sxsw
7777,Or Droid RT @mention Has spontaniety in life been replaced by technology? When your iPhone battery dies you go home. Great ?  #sxsw,iPhone,Negative emotion,droid rt mention spontaniety life replaced technology iphone battery dy go home great sxsw
7778,Really?? RT @mention Google is launching new social media site at #SXSW?? Has anyone else heard this??,,No emotion toward brand or product,really rt mention google launching new social medium site sxsw anyone else heard
7779,sad face RT @mention We're not launching any products at #SXSW but Join us for #H4ckers &amp; 80s dancing today {link},,No emotion toward brand or product,sad face rt mention launching product sxsw join u h4ckers amp 80 dancing today link
7780,So cool! RT @mention Updated NPR Music iPhone app song info 4 All Songs 24/7 &amp; live video streaming in time 4 #SXSW {link},iPad or iPhone App,Positive emotion,cool rt mention updated npr music iphone app song info 4 song 247 amp live video streaming time 4 sxsw link
7781,"So true: RT @mention &amp; @mention &quot;Google before you tweet&quot; is the new &quot;think before you speak.&quot; - Mark Belinsky, #911tweets panel at #SXSW.",Google,Positive emotion,true rt mention amp mention quotgoogle tweetquot new quotthink speakquot mark belinsky 911tweets panel sxsw
7782,"So true! RT @mention Best Hungry at #sxsw Tip: Mekong River, great Vietnamese {link} 6th St. till 11pm via @mention",,No emotion toward brand or product,true rt mention best hungry sxsw tip mekong river great vietnamese link 6th st till 11pm via mention
7783,So True. RT @mention New post: Business cards are dead: Send me your card via Hashable at #SXSW {link} cc: @mention,,No emotion toward brand or product,true rt mention new post business card dead send card via hashable sxsw link cc mention
7784,Sweet :) RT @mention Bday pressie for myself: iPhone 4. @mention got a matching one. Now we can fit in with hipsters #sxsw this wkd ;),iPhone,Positive emotion,sweet rt mention bday pressie iphone 4 mention got matching one fit hipster sxsw wkd
7785,@mention RT: New #UberSocial for #iPhone now in the App Store includes UberGuide to #SXSW sponsored by #Mashable {link},,No emotion toward brand or product,mention rt new ubersocial iphone app store includes uberguide sxsw sponsored mashable link
7786,@mention RT@mention Apple is opening up a temporary store in downtown Austin for #SXSW and the iPad 2 launch {link},,No emotion toward brand or product,mention rtmention apple opening temporary store downtown austin sxsw ipad 2 launch link
7787,VERY IMPORTANT: Make sure you are donating to the JAPANESE Red Cross for #japan: {link} #sxswcares #sxsw #quake (Please RT),,No emotion toward brand or product,important make sure donating japanese red cross japan link sxswcares sxsw quake please rt
7788,Google earth engine are providing tech to indigenous tribes to report on statuses of forests. This is more like it #saveustechies #sxsw,Other Google product or service,Positive emotion,google earth engine providing tech indigenous tribe report status forest like saveustechies sxsw
7789,Which smartphone rules #sxsw?  Definitely the iPhone 4.  96% of Apple smartphone I've eyeballed are the iP4,iPhone,Positive emotion,smartphone rule sxsw definitely iphone 4 96 apple smartphone ive eyeballed ip4
7790,Class starts now. #SXSW @mention Designing iPad Interfaces - New Navigation Schemas {link},,No emotion toward brand or product,class start sxsw mention designing ipad interface new navigation schema link
